"Sukunimi","Yhteensä"
"Mäki-Jokela",44
"Mäki-Jouppila",44
"Mäki-Kojola",44
"Mäki-Latvala",44
"Nevanranta",44
"Niinijärvi",44
"Nitovuori",44
"Norvapalo",44
"Nykky",44
"Nyländen",44
"Nypelö",44
"Olson",44
"Ounasvuori",44
"Pahl",44
"Peippola",44
"Pekonniemi",44
"Pellfolk",44
"Pelto-Arvo",44
"Petäinen",44
"Peuna",44
"Piho",44
"Piltti",44
"Plathan",44
"Ponsiluoma",44
"Puhalainen",44
"Pärkö",44
"Rehnman",44
"Rinta-Harri",44
"Risunen",44
"Ritalahti",44
"Ritokangas",44
"Roiko-Jokela",44
"Roito",44
"Routakangas",44
"Ruotsila",44
"Sahila",44
"Sailas",44
"Saksio",44
"Salander",44
"Sallanko",44
"Salmiranta",44
"Salmivalli",44
"Sarling",44
"Savisaari",44
"Sidorov",44
"Sierla",44
"Silfvenius",44
"Simunaniemi",44
"Soljasalo",44
"Sortti",44
"Stadius",44
"Statovci",44
"Stylman",44
"Styrström",44
"Suhola",44
"Suoyrjö",44
"Suutarla",44
"Svenskberg",44
"Sykiäinen",44
"Sørensen",44
"Talaskivi",44
"Talvala",44
"Tavio",44
"Teräsvirta",44
"Tomukorpi",44
"Treuthardt",44
"Tupitsa",44
"Tång",44
"Ulfstedt",44
"Urpunen",44
"Uusinoka",44
"Wahlbäck",44
"Vajavaara",44
"Vanhakartano",44
"Vara",44
"Vasiljev",44
"Vaskonen",44
"Vatilo",44
"Wedman",44
"Venesjärvi",44
"Verlin",44
"Vestala",44
"Vettainen",44
"Vidberg",44
"Vintturi",44
"Vira",44
"Vuonokari",44
"Wuoti",44
"Vähä-Piikkiö",44
"Yli-Antola",44
"Yli-Huhtala",44
"Ylimaula",44
"Yli-Sikkilä",44
"Zhao",44
"Åkerlind",44
"Ålgars",44
"Ahlmark",43
"Ahorinta",43
"Ahvenvaara",43
"Alanissi",43
"Ala-Pappila",43
"Ala-Pöntiö",43
"Al-Emara",43
"Andreeva",43
"Angeli",43
"Annanolli",43
"Aukeala",43
"Bergvall",43
"Björke",43
"Blå",43
"Brigatti",43
"Claesson",43
"Corander",43
"Enestam",43
"Fahlström",43
"Forsby",43
"Frangén",43
"Güzel",43
"Hagel",43
"Haggren",43
"Hakkila",43
"Hakolahti",43
"Hanhisuo",43
"Hapuoja",43
"Harberg",43
"Harju-Jeanty",43
"Harkki",43
"Hatt",43
"Heliövaara",43
"Helppikangas",43
"Hepokorpi",43
"Hiekkamäki",43
"Holla",43
"Honkiniemi",43
"Hosia",43
"Hussaini",43
"Häkkä",43
"Häkänen",43
"Ihainen",43
"Indrén",43
"Jamalainen",43
"Jansa",43
"Jokipelto",43
"Jukonen",43
"Jylhänlehto",43
"Jyränoja",43
"Järviaho",43
"Kajosaari",43
"Kants",43
"Kasanko",43
"Kauhala",43
"Kauhaniemi",43
"Kaunisaho",43
"Kauraniemi",43
"Kaurola",43
"Kavakka",43
"Kelokaski",43
"Keloneva",43
"Kepponen",43
"Kirvelä",43
"Klavér",43
"Knookala",43
"Komaro",43
"Koort",43
"Kordelin",43
"Korkola",43
"Koskialho",43
"Kottelin",43
"Krats",43
"Kuopusjärvi",43
"Kuusto",43
"Kynäkoski",43
"Laakio",43
"Laavola",43
"Lahdenvesi",43
"Laihi",43
"Laivonen",43
"Lammentausta",43
"Land",43
"Landvik",43
"Lannetta",43
"Lauhaluoma",43
"Lautamies",43
"Leikkanen",43
"Leukkunen",43
"Liinakoski",43
"Lill",43
"Lindros",43
"Linho",43
"Lintervo",43
"Ljungkvist",43
"Loimusalo",43
"Luhtio",43
"Lundán",43
"Luntamo",43
"Ly",43
"Lydén",43
"Lågas",43
"Löllö",43
"Mannerheimo",43
"Marjatsalo",43
"Metsoila",43
"Mills",43
"Minni",43
"Molari",43
"Molkoselkä",43
"Montell",43
"Muhumed",43
"Mäyränpää",43
"Mörsäri",43
"Narkaus",43
"Narsakka",43
"Nelin",43
"Niinikorpi",43
"Nikulin",43
"Nousu",43
"Nurmilaakso",43
"Nurvo",43
"Nymalm",43
"Nyppeli",43
"Ohinmaa",43
"Ohralahti",43
"Ohtola",43
"Oinasmaa",43
"Osmo",43
"Paavonkallio",43
"Paloluoma",43
"Pannimaa",43
"Papinoja",43
"Parvi",43
"Paulaniemi",43
"Pelkkala",43
"Pelto-Huikko",43
"Pensola",43
"Periviita",43
"Pirttiperä",43
"Pistool",43
"Poikkijoki",43
"Porthén",43
"Porttikivi",43
"Purje",43
"Purolinna",43
"Putkiranta",43
"Puuskari",43
"Päivölä",43
"Pässilä",43
"Pättikangas",43
"Raaterova",43
"Rahkamaa",43
"Rautamaa",43
"Rautee",43
"Riikkula",43
"Riitaoja",43
"Ristikankare",43
"Rommi",43
"Ruuhilehto",43
"Ryth",43
"Räike",43
"Rönkkä",43
"Saarentola",43
"Sahlstén",43
"Salonaho",43
"Sarola",43
"Sarpila",43
"Satopää",43
"Savikoski",43
"Schuvalow",43
"Semenova",43
"Sianoja",43
"Sihlman",43
"Siljama",43
"Siljanto",43
"Simos",43
"Sippus",43
"Soittila",43
"Sood",43
"Soranummi",43
"Sotti",43
"Stefanius",43
"Stor",43
"Suoverinaho",43
"Suuntala",43
"Säikkälä",43
"Säynätmäki",43
"Sääksniemi",43
"Taam",43
"Tahlo",43
"Talkkari",43
"Tallroth",43
"Tammio",43
"Teerikoski",43
"Teirfolk",43
"Telinkangas",43
"Tillaeus",43
"Tosun",43
"Töntsi",43
"Törnroth",43
"Uggelberg",43
"Uittamo",43
"Uusi-Rantala",43
"Uusivuori",43
"Uusoksa",43
"Vaarakallio",43
"Wackström",43
"Walander",43
"Valerius",43
"Valkosalo",43
"Varajärvi",43
"Vaskela",43
"Vehkanen",43
"Wennerstrand",43
"Vesikallio",43
"Viidanoja",43
"Volkov",43
"Voudinmäki",43
"Vähä-Ettala",43
"Vähäkari",43
"Väike",43
"Vääriskoski",43
"Yli-Pyky",43
"Ylirautalahti",43
"Yltiö",43
"Yrjö-Koskinen",43
"Zheng",43
"Åhlström",43
"Åkerback",43
"Åkerström",43
"Älli",43
"Äyhynmäki",43
"Östermark",43
"Aarnipuro",42
"Aarrekangas",42
"Adel",42
"Aejmelaeus",42
"Ahonkivi",42
"Ainetdin",42
"Ala-Ilomäki",42
"Ala-Korpela",42
"Alakulppi",42
"Alapelto",42
"Alasimi",42
"Ali-Raatikainen",42
"Alkku",42
"Andreasen",42
"Apilo",42
"Arala",42
"Asumalahti",42
"Auhtola",42
"Bakker",42
"Bhuiyan",42
"Björkstedt",42
"Blåberg",42
"Bondestam",42
"Brunni",42
"Costiander",42
"Eilittä",42
"Eilo",42
"Ervelius",42
"Finsk",42
"Finström",42
"Forsback",42
"Fraser",42
"Frusti",42
"Godenhjelm",42
"Gref",42
"Grefberg",42
"Grundvall",42
"Gullberg",42
"Gunn",42
"Haaman",42
"Haasto",42
"Hakkala",42
"Hallström",42
"Hankkio",42
"Harainen",42
"Hartmann",42
"Haukirauma",42
"Havila",42
"Hedin",42
"Heinaro",42
"Helevä",42
"Hemmo",42
"Hemtman",42
"Hertzberg",42
"Hiekko",42
"Hindrén",42
"Honkaheimo",42
"Honkkila",42
"Hoppendorff",42
"Huuhtiainen",42
"Huumarkangas",42
"Huurne",42
"Häsänen",42
"Iiliäinen",42
"Ingervo",42
"Istukaissaari",42
"Jekunen",42
"Joseph",42
"Jukanen",42
"Jungerstam",42
"Kalaniemi",42
"Kaltiokumpu",42
"Kapraali",42
"Karen",42
"Karmitsa",42
"Karumo",42
"Kauhajärvi",42
"Kaurtola",42
"Kelho",42
"Keski-Rahkonen",42
"Kiikkala",42
"Kivivirta",42
"Kneckt",42
"Kopakka",42
"Koppi",42
"Korpitie",42
"Kortteisto",42
"Kosklin",42
"Kotoaro",42
"Kuhlefelt",42
"Kuivasaari",42
"Kupulisoja",42
"Kuqi",42
"Kurru",42
"Kuuru",42
"Kuusento",42
"Kyander",42
"Kyhälä",42
"Käkilehto",42
"Kärkölä",42
"Kärävä",42
"Kössö",42
"Laasio",42
"Larjava",42
"Larva",42
"Leeve",42
"Lehtoviita",42
"Leimio",42
"Lepokorpi",42
"Lidsle",42
"Liipo",42
"Lolax",42
"Lomakka",42
"Luhtamäki",42
"Luojukoski",42
"Luomapuro",42
"Lupunen",42
"Luther",42
"Lutz",42
"Lylykangas",42
"Löfroth",42
"Maanoja",42
"Malkakorpi",42
"Marklund",42
"Marttiini",42
"Matara",42
"May",42
"Metsokumpu",42
"Minkkilä",42
"Myllysilta",42
"Mäki-Korpela",42
"Mäki-Tulokas",42
"Mäkivuoti",42
"Naaranoja",42
"Nickull",42
"Niiniharju",42
"Niinisaari",42
"Nikama",42
"O'Brien",42
"Ohlström",42
"Okkolin",42
"Ollula",42
"Olsén",42
"Ordning",42
"Ottela",42
"Peiju",42
"Peljo",42
"Peranto",42
"Perukangas",42
"Petrow",42
"Piiri",42
"Pohjakallio",42
"Porra",42
"Porttinen",42
"Prokki",42
"Puntalo",42
"Pyökkilehto",42
"Pärnä",42
"Rajainmäki",42
"Rangell",42
"Rantatulkkila",42
"Ratala",42
"Raumala",42
"Raumonen",42
"Rautajärvi",42
"Reed",42
"Rehakka",42
"Reijula",42
"Reilin",42
"Reimari",42
"Reittonen",42
"Rihtniemi",42
"Rinta-Kiikka",42
"Ritanotko",42
"Ruostetoja",42
"Rusama",42
"Rytsölä",42
"Saaranluoma",42
"Sahlin",42
"Sahrman",42
"Salehi",42
"Salila",42
"Salmiheimo",42
"Salokanto",42
"Salosaari",42
"Samsten",42
"Samula",42
"Saralehto",42
"Sauhke",42
"Sid",42
"Siikaranta",42
"Siikki",42
"Siistonen",42
"Silfsten",42
"Silfverhuth",42
"Siltari",42
"Simo",42
"Simsiö",42
"Siponkoski",42
"Sjöbacka",42
"Skants",42
"Skullbacka",42
"Soikkonen",42
"Soldan",42
"Sorja",42
"Suova",42
"Suuripää",42
"Suurkaulio",42
"Suvilampi",42
"Suviola",42
"Syväterä",42
"Söderena",42
"Södergran",42
"Tanhuala",42
"Tarvus",42
"Taupila",42
"Teurokoski",42
"Thomasfolk",42
"Tiikkala",42
"Topra",42
"Torn",42
"Torppala",42
"Tuomi-Nikula",42
"Tähjä",42
"Töyrälä",42
"Ullakonoja",42
"Uolamo",42
"Vahos",42
"Vainionperä",42
"Waller",42
"Valmu",42
"Valtakoski",42
"Vanharanta",42
"Varinen",42
"Varsamäki",42
"Wartiovaara",42
"Vehmaskangas",42
"Wenman",42
"Wiiala",42
"Vilmilä",42
"Vilmusenaho",42
"Virnala",42
"Vuong",42
"Vuorensivu",42
"Yasin",42
"Ylipelto",42
"Ylipulli",42
"Ylipää",42
"Ylitörmänen",42
"Åkers",42
"Ärlig",42
"Öfverström",42
"Aittolampi",41
"Akkola",41
"Alahautala",41
"Ala-Keturi",41
"Ali-Keskikylä",41
"Arolaakso",41
"Ates",41
"Bark",41
"Benson",41
"Bergbom",41
"Björni",41
"Busi",41
"Catani",41
"Cox",41
"Doepel",41
"Drockila",41
"Eironen",41
"Eklin",41
"Emas",41
"Enckelman",41
"Enkovaara",41
"Erkamo",41
"Fransila",41
"Fräki",41
"Glans",41
"Hampf",41
"Handolin",41
"Harell",41
"Harju-Autti",41
"Hartzell",41
"Hasselblatt",41
"Heikius",41
"Heikkanen",41
"Helevirta",41
"Hellen",41
"Hendriksson",41
"Heroja",41
"Hetekorpi",41
"Hirvaskari",41
"Hohkala",41
"Hollming",41
"Holmblad",41
"Holstikko",41
"Hopeasaari",41
"Huokuna",41
"Hyrske",41
"Iirola",41
"Ilvesaho",41
"Ingerström",41
"Iskulehto",41
"Iso-Aho",41
"Isotahdon",41
"Jernmark",41
"Jokirinta",41
"Junka",41
"Jusi",41
"Järvikangas",41
"Kaapola",41
"Kaatranen",41
"Kaihovirta",41
"Kaiku",41
"Kanula",41
"Karlson",41
"Karppa",41
"Karvali",41
"Kaskenviita",41
"Keskisalo",41
"Kiippa",41
"Kivirauma",41
"Klen",41
"Kolkkinen",41
"Kontiokoski",41
"Kopo",41
"Korsbäck",41
"Koslonen",41
"Kostekivi",41
"Kovapohja",41
"Kovasin",41
"Kramsu",41
"Kumin",41
"Kunnaala",41
"Kuoppakangas",41
"Kurkola",41
"Kuusikorpi",41
"Kuustonen",41
"Kääntee",41
"Laaka",41
"Landgren",41
"Lanko",41
"Laurinaho",41
"Lautjärvi",41
"Lehrbäck",41
"Leuku",41
"Liila",41
"Liipola",41
"Lillkåll",41
"Lintuvuori",41
"Liuttu",41
"Londen",41
"Lotti",41
"Lounasvuori",41
"Löfhjelm",41
"Mankila",41
"Martins",41
"Marttila-Tornio",41
"Masar",41
"Metsikkö",41
"Metsämaa",41
"Mokki",41
"Moksén",41
"Muurikka",41
"Mäennenä",41
"Mäki-Jaakkola",41
"Mäkimarttunen",41
"Mönkölä",41
"Naalisvaara",41
"Ndiaye",41
"Nore",41
"Norolahti",41
"Norrholm",41
"Nukki",41
"Nurminiemi",41
"Nurmo",41
"Nurmoranta",41
"Nuuja",41
"Ohlsson",41
"Orivuori",41
"Orko",41
"Otronen",41
"Ounaslehto",41
"Paajaste",41
"Paappa",41
"Pakari",41
"Patoranta",41
"Peltolehto",41
"Perokorpi",41
"Perttuli",41
"Perus",41
"Petro",41
"Pfister",41
"Pietari",41
"Pihavaara",41
"Pikkumaa",41
"Pitkälahti",41
"Pohjosmäki",41
"Polsa",41
"Primetta",41
"Raesalmi",41
"Raikaslehto",41
"Raippalinna",41
"Raito",41
"Rana",41
"Rankaviita",41
"Rannanheimo",41
"Rannasmaa",41
"Rapanen",41
"Rautakallio",41
"Rautapää",41
"Reiniö",41
"Reyes",41
"Ribacka",41
"Rintakumpu",41
"Rinta-Paavola",41
"Rinta-Säntti",41
"Riuttaskorpi",41
"Rouhe",41
"Ruisaho",41
"Rukajärvi",41
"Ruonela",41
"Rögård",41
"Saalamo",41
"Sahindal",41
"Sairo",41
"Salem",41
"Sallanne",41
"Saltiola",41
"Sarenius",41
"Sato",41
"Scheinin",41
"Sipura",41
"Sirjonen",41
"Siurola",41
"Skottman",41
"Soiniitty",41
"Solomon",41
"Sorva",41
"Sorvaniemi",41
"Stade",41
"Stein",41
"Storlöpare",41
"Strandholm",41
"Sukula",41
"Sulkumäki",41
"Säynäväjärvi",41
"Tammivaara",41
"Terä",41
"Teräsvuori",41
"Teva",41
"Thun",41
"Tillikainen",41
"Torila",41
"Triipponen",41
"Träskbäck",41
"Tulisalmi",41
"Tuohinto",41
"Tuurinkoski",41
"Tuurna",41
"Tyvi",41
"Törni",41
"Uusikangas",41
"Vaajasaari",41
"Vahosalmi",41
"Valkki",41
"Walter",41
"Valtiala",41
"Webb",41
"Weissman",41
"Vene",41
"Veseli",41
"Vesiluoma",41
"Vestu",41
"Vihtalahti",41
"Viitalähde",41
"Virmajoki",41
"Virronen",41
"Virsiheimo",41
"Välkkynen",41
"Wärnå",41
"Yliharju",41
"Yli-Karhu",41
"Yli-Parkas",41
"Åminne",41
"Ääritalo",41
"Öystilä",41
"Abdillahi",40
"Aholin",40
"Ala-Hannula",40
"Ala-Harja",40
"Alahuhtala",40
"Ala-Karvia",40
"Alakylmänen",40
"Alamettälä",40
"Ala-Nikula",40
"Ala-Äijälä",40
"Alftan",40
"Almi",40
"Al-Obaidi",40
"Asunen",40
"Barkar",40
"Berglind",40
"Bernitz",40
"Blad",40
"Bogdanova",40
"Borman",40
"Bro",40
"Brooks",40
"Brådd",40
"Carlström",40
"Chu",40
"Creutz",40
"Cygnel",40
"Davidson",40
"Eloniemi",40
"Erving",40
"Forsstén",40
"Francis",40
"Franklin",40
"Fröjdman",40
"George",40
"Graeffe",40
"Granbäck",40
"Haapkylä",40
"Haimakka",40
"Haljoki",40
"Hamm",40
"Hampori",40
"Hanikka",40
"Hannelin",40
"Havurinne",40
"Heinolainen",40
"Helsingius",40
"Helstelä",40
"Hepolehto",40
"Heritty",40
"Hertsi",40
"Hevonkorpi",40
"Hilke",40
"Hirva",40
"Hollmérus",40
"Honkalinna",40
"Honkoliini",40
"Hosiaisluoma",40
"Huhtaviita",40
"Huikku",40
"Huitu",40
"Hukki",40
"Hyrkkö",40
"Hyrsylä",40
"Indola",40
"Iso-Järvenpää",40
"Jatta",40
"Jokitie",40
"Juppala",40
"Jyläskoski",40
"Kaarninen",40
"Kailanto",40
"Kaislasuo",40
"Kaketti",40
"Kalanti",40
"Kalsta",40
"Karesto",40
"Kaukolinna",40
"Kavenius",40
"Kelavuori",40
"Keskimaunu",40
"Keski-Oja",40
"Keski-Säntti",40
"Kiimamaa",40
"Kilkkilä",40
"Kirpu",40
"Kivirinne",40
"Knip",40
"Knutas",40
"Komula",40
"Kopio",40
"Korkeavuori",40
"Korkiavuori",40
"Kortekallio",40
"Koski-Tuuri",40
"Kostama",40
"Kotilehto",40
"Kouvala",40
"Krapi",40
"Kuljunlahti",40
"Kuolimo",40
"Kuorttinen",40
"Kupsanen",40
"Kurimo",40
"Kuumola",40
"Kuusalo",40
"Kuusela-Opas",40
"Kuuttila",40
"Kylävainio",40
"Kyrönniemi",40
"Kytövaara",40
"Laak",40
"Laava",40
"Lahenius",40
"Lahola",40
"Lehosmaa",40
"Lehtikevari",40
"Lehtokari",40
"Linnankoski",40
"Linnapuomi",40
"Linnas",40
"Lönnholm",40
"Mahla",40
"Mannisenmäki",40
"Maunumaa",40
"Merivaara",40
"Mesterton",40
"Metsovuori",40
"Miekkavaara",40
"Montti",40
"Mosorin",40
"Multas",40
"Multasniemi",40
"Myllyselkä",40
"Myrskylä",40
"Myrskyranta",40
"Mäki-Arvela",40
"Mäki-Jussila",40
"Mäntsälä",40
"Märkjärvi",40
"Nerman",40
"Nevasalmi",40
"Niikkonen",40
"Nordlin",40
"Norontaus",40
"Ohlis",40
"Okkeri",40
"Olkku",40
"Olshin",40
"Osenius",40
"Ouvinen",40
"Paatelma",40
"Pahankala",40
"Pahikka-aho",40
"Palmgrén",40
"Palsinajärvi",40
"Papula",40
"Paulanto",40
"Pelho",40
"Pelin",40
"Pentinlehto",40
"Perheentupa",40
"Perhovaara",40
"Perkkola",40
"Piilikangas",40
"Piminäinen",40
"Pitkämö",40
"Pitkäniitty",40
"Pohjaniemi",40
"Porokuokka",40
"Puhilas",40
"Puirava",40
"Pulkamo",40
"Puroharju",40
"Putkivaara",40
"Pykälä-Aho",40
"Pynssi",40
"Rajaviita",40
"Ramstadius",40
"Rassa",40
"Ratsula",40
"Rautakoura",40
"Reenkola",40
"Riionheimo",40
"Rinta-Möykky",40
"Ritokoski",40
"Ruokomäki",40
"Ruokoranta",40
"Ryttyläinen",40
"Saarijoki",40
"Saarnilehto",40
"Saks",40
"Salonvaara",40
"Sandkulla",40
"Santaluoto",40
"Santasaari",40
"Sarjala",40
"Savikangas",40
"Sevänen",40
"Sieppo",40
"Siikilä",40
"Siikjärvi",40
"Siloaho",40
"Silokivi",40
"Silonsaari",40
"Siltaoja",40
"Silvanto",40
"Simonsson",40
"Sjökvist",40
"Sonkki",40
"Storhammar",40
"Ståhls",40
"Sysi-Aho",40
"Syväsalmi",40
"Sågbom",40
"Särkilampi",40
"Sääksmäki",40
"Takila",40
"Talas",40
"Tammiranta",40
"Tappola",40
"Taubert",40
"Tevaniemi",40
"Timosaari",40
"Tinell",40
"Titov",40
"Torkell",40
"Tsurkka",40
"Tuliainen",40
"Tulinen",40
"Tuohi",40
"Tursas",40
"Unelius",40
"Urpi",40
"Usenius",40
"Vaali",40
"Waenerberg",40
"Vainio-Mattila",40
"Wallden",40
"Vanhakylä",40
"Vantola",40
"Varin",40
"Wasiljeff",40
"Vehma",40
"Veromaa",40
"Vesapuisto",40
"Westerinen",40
"Viikeri",40
"Viitalahti",40
"Wikar",40
"Virmalainen",40
"Vitikkala",40
"von Frenckell",40
"Wärnman",40
"Yli-Kauppila",40
"Yli-Kyyny",40
"Ylilauri",40
"Yli-Savola",40
"Åkesson",40
"Äijäläinen",40
"Ahjolinna",39
"Ahnger",39
"Ahva",39
"Ailus",39
"Ala-Kojola",39
"Alakontiola",39
"Alakylä",39
"Alasirniö",39
"Ala-Tuuhonen",39
"Alaviippola",39
"Andreev",39
"Antinniemi",39
"Antosalo",39
"Apuli",39
"Aulamo",39
"Aurén",39
"Bjolin",39
"Björkvik",39
"Borodulin",39
"Burton",39
"Båga",39
"Chung",39
"Coleman",39
"Dibrani",39
"Djupsjö",39
"Doroci",39
"Eevala",39
"Eggert",39
"Ellenberg",39
"Elovainio",39
"Erdogan",39
"Erho",39
"Erwe",39
"Etholen",39
"Etu-Seppälä",39
"Evers",39
"Fahler",39
"Fedorov",39
"Finnström",39
"Fisher",39
"Flood",39
"Formulahti",39
"Fälden",39
"Genberg",39
"Glan",39
"Gomez",39
"Gottschalk",39
"Gromoff",39
"Grünn",39
"Gåsman",39
"Haapsalo",39
"Haaramäki",39
"Hahn",39
"Hakakoski",39
"Hallén",39
"Halm",39
"Halmi",39
"Haloila",39
"Hartwall",39
"Hauta-Heikkilä",39
"Heib",39
"Helimo",39
"Helli",39
"Hellinen",39
"Helperi",39
"Hemanus",39
"Hetemäki",39
"Hikipää",39
"Hirvo",39
"Honkakorpi",39
"Honkarinta",39
"Hovikorpi",39
"Hovilehto",39
"Huikkola",39
"Huukkala",39
"Hämelahti",39
"Ilvesviita",39
"Isoketo",39
"Itälinna",39
"Jakosuo",39
"Jalasto",39
"Jaskanen",39
"Jehkinen",39
"Joki-Korpela",39
"Jurkkola",39
"Järlström",39
"Järvi-Laturi",39
"Järviluoto",39
"Kakkori",39
"Kalkela",39
"Kangasmetsä",39
"Kankimäki",39
"Kantalainen",39
"Kartastenpää",39
"Kaskimies",39
"Kassem",39
"Kassila",39
"Kastrati",39
"Katajalehto",39
"Katalkin",39
"Kaukomaa",39
"Kaupinsalo",39
"Kauvo",39
"Kavilo",39
"Keltakangas",39
"Kennedy",39
"Keski-Heikkilä",39
"Keskilammi",39
"Ketko",39
"Kianto",39
"Kiivanen",39
"Kivipensas",39
"Koivuvaara",39
"Kokemäki",39
"Konstari",39
"Konster",39
"Kontteli",39
"Kormilainen",39
"Korppas",39
"Kotikoski",39
"Kotiluoto",39
"Kotokorpi",39
"Krankka",39
"Krans",39
"Kujasalo",39
"Kulmunki",39
"Kulokorpi",39
"Kuokkala",39
"Kuri",39
"Kurkisuo",39
"Kurtakko",39
"Kuuttinen",39
"Käldman",39
"Köninki",39
"Könkkölä",39
"Lantiainen",39
"Latvateikari",39
"Laurinmäki",39
"Lautamaja",39
"Lemiläinen",39
"Leväjärvi",39
"Leväsluoto",39
"Lieska",39
"Lietonen",39
"Lillkvist",39
"Lill-Smeds",39
"Linderborg",39
"Lingman",39
"Linja-aho",39
"Liukkala",39
"Lohjala",39
"Louhe",39
"Louhikoski",39
"Lumikko",39
"Lundkvist",39
"Långnabba",39
"Läntelä",39
"Maaniittu",39
"Maanonen",39
"Majasalmi",39
"Majlander",39
"Mannerström",39
"Matara-aho",39
"Matturi",39
"Meltaus",39
"Mentunen",39
"Metsäkangas",39
"Metsänperä",39
"Morozov",39
"Mäki-Petäys",39
"Nakkila",39
"Nurmikoski",39
"Nykter",39
"Olkoniemi",39
"Oravamäki",39
"Osma",39
"Paalavuo",39
"Palho",39
"Palohuhta",39
"Pelgonen",39
"Perttilahti",39
"Peräjoki",39
"Peuraharju",39
"Peuramäki",39
"Piekiäinen",39
"Pihlapuro",39
"Pironetti",39
"Plyhm",39
"Pränni",39
"Puljula",39
"Punkanen",39
"Pursimo",39
"Putkisaari",39
"Pärhä",39
"Rajapuro",39
"Randen",39
"Rantahakala",39
"Ranta-Korpi",39
"Rassi",39
"Rauhalammi",39
"Rautevaara",39
"Raveala",39
"Rimpineva",39
"Riskula",39
"Ristanen",39
"Romano",39
"Routama",39
"Runnakko",39
"Rätti",39
"Salopää",39
"Samppa",39
"Sankelo",39
"Sapkota",39
"Sarpo",39
"Satto",39
"Saurama",39
"Savuoja",39
"Scheiman",39
"Seikkala",39
"Seitaniemi",39
"Selén",39
"Selroos",39
"Semeri",39
"Silvala",39
"Sinettä",39
"Sjölander",39
"Skjäl",39
"Sokolova",39
"Soltin",39
"Souru",39
"Storsved",39
"Suittio",39
"Suonnansalo",39
"Suur-Hamari",39
"Suvivuo",39
"Sydänoja",39
"Syed",39
"Takkala",39
"Takoja",39
"Tammiruusu",39
"Tarkanmäki",39
"Teinonen",39
"Tenhula",39
"Tikko",39
"Tulilahti",39
"Tunnela",39
"Tuohenmaa",39
"Tuosa",39
"Turve",39
"Tuuliniemi",39
"Töysä",39
"Urpola",39
"Uusisalmi",39
"Uusisalo",39
"Vaajoensuu",39
"Vaenerberg",39
"Vahtikari",39
"Vaitti",39
"Valenius",39
"Valtakari",39
"Varga",39
"Varttila",39
"Vaskuri",39
"Veneskoski",39
"Venesmäki",39
"Venetvaara",39
"Vessonen",39
"Vianto",39
"Wihuri",39
"Williamson",39
"Virala",39
"Votkin",39
"Vuorento",39
"Vähäjärvi",39
"Västinen",39
"Ylen",39
"Ylijoutsijärvi",39
"Yli-Mattila",39
"Yli-Panula",39
"Yli-Piipari",39
"Aapalahti",38
"Abbasi",38
"Ahonala",38
"Ahopalo",38
"Airiainen",38
"Alakuijala",38
"Ala-Kurikka",38
"Alaräisänen",38
"Alasmaa",38
"Alaviiri",38
"Al-Gburi",38
"Ali-Rantala",38
"Alizada",38
"Alvinen",38
"Annaniemi",38
"Anolin",38
"Armila",38
"Arosarka",38
"Asujamaa",38
"Aumo",38
"Auramaa",38
"Baranov",38
"Berry",38
"Blankenstein",38
"Bondén",38
"Candolin",38
"Cleve",38
"Dahlskog",38
"Damskägg",38
"Dao",38
"Deng",38
"Djupsund",38
"Donning",38
"Drufva",38
"Ehnström",38
"Ekorre",38
"Elolampi",38
"Emmes",38
"Eräpuro",38
"Fernandez",38
"Fogelström",38
"Frolov",38
"Greijus",38
"Grundsten",38
"Haaksi",38
"Haapola",38
"Hakkinen",38
"Hangaslammi",38
"Hankamäki",38
"Haraholma",38
"Haukimäki",38
"Haukkasalo",38
"Hauvala",38
"Helasterä",38
"Helke",38
"Hellevuo",38
"Hellstrand",38
"Hintze",38
"Hirsjärvi",38
"Hovinmäki",38
"Huumarsalo",38
"Härtull",38
"Hömmö",38
"Höylänen",38
"Iso-Heiko",38
"Isännäinen",38
"Jokelin",38
"Jokipolvi",38
"Jortama",38
"Juvenius",38
"Kaituri",38
"Kaivorinne",38
"Kajosmäki",38
"Kalajanniska",38
"Karikumpu",38
"Karpiola",38
"Karstu",38
"Kaslin",38
"Katter",38
"Kaukojärvi",38
"Kekälinen",38
"Keski-Koukkari",38
"Keskimaula",38
"Keva",38
"Klippi",38
"Kokljuschkin",38
"Kollani",38
"Kopu",38
"Korjansalo",38
"Koroma",38
"Kortteus",38
"Koskenlahti",38
"Kraama",38
"Kronkvist",38
"Kronvall",38
"Kulovesi",38
"Kunnasmäki",38
"Kunnaspuro",38
"Kuopus",38
"Kurikka-aho",38
"Kurtto",38
"Kuussalo",38
"Känä",38
"Lagerbom",38
"Lahdenne",38
"Lahokoski",38
"Lahtimaa",38
"Lambacka",38
"Lapinkoski",38
"Larkiala",38
"Latja",38
"Latvamäki",38
"Latva-Rasku",38
"Latvio",38
"Lauttajärvi",38
"Leksis",38
"Lieskivi",38
"Liljaniemi",38
"Lineri",38
"Lohikainen",38
"Lovikka",38
"Lumiainen",38
"Luntta",38
"Luosa",38
"Lyyluoma",38
"Lähdemaa",38
"Löfholm",38
"Maalismaa",38
"Mahlavuori",38
"Mannerkorpi",38
"Matihaldi",38
"Melleri",38
